CustServ.custcare_Mean,CustServ.ccrndmou_Mean,CustServ.cc_mou_Mean
0,0,0
0,0,0
0.666666667,1.333333333,0.916666667
1,1,0.486666667
0,0,0
0.333333333,6.333333333,6.126666667
0,0,0
1.666666667,7.333333333,6.696666667
0,0,0
0,0,0
1.333333333,1.666666667,0.8
1,7,6.41
0.666666667,5.333333333,5.026666667
0,0,0
1.666666667,2.666666667,1.616666667
0,0,0
0.666666667,0.666666667,0.23
0.333333333,4.333333333,4.026666667
0.666666667,0.666666667,0.22
0,0,0
0,0,0
0,0,0
2.666666667,6,4.24
0,0,0
0,0,0
4.333333333,23.66666667,21.58666667
7.333333333,14,9.056666667
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,2.333333333,1.713333333
0.333333333,0.333333333,0.016666667
0,0,0
0,0,0
5,6.333333333,4.386666667
0.666666667,0.666666667,0.21
0.333333333,0.666666667,0.493333333
0,0,0
0,0,0
1.333333333,1.333333333,0.193333333
0,0,0
0.666666667,0.666666667,0.243333333
0.333333333,1.666666667,1.406666667
3.666666667,4,2.463333333
0,0,0
0.666666667,1,0.716666667
0,0,0
0,0,0
0,0,0
0,0,0
0.666666667,16.66666667,16.17666667
0,0,0
2.333333333,3,2.35
0.333333333,0.333333333,0.333333333
0,0,0
1.666666667,2,0.83
0,0,0
0,0,0
1.666666667,3,1.79
2.666666667,7.666666667,6.86
12.66666667,24.33333333,15.50333333
0,0,0
0,0,0
0.666666667,1.666666667,1.013333333
0,0,0
15.33333333,35.33333333,28.06666667
0,0,0
0,0,0
12.66666667,25.66666667,19.67666667
0,0,0
3,3.333333333,1.11
0,0,0
0,0,0
1,6.666666667,5.933333333
0,0,0
11.33333333,15.66666667,9.07
0,0,0
4.666666667,8.333333333,5.986666667
0,0,0
0.666666667,2.666666667,2.243333333
0,0,0
0.666666667,0.666666667,0.073333333
0.333333333,3,2.776666667
0.666666667,0.666666667,0.39
0,0,0
0.666666667,1.666666667,1.19
0,0,0
0,0,0
1,1.333333333,1.036666667
16,40.66666667,32.31333333
3.333333333,3.333333333,2.003333333
2.333333333,10,8.966666667
0.333333333,2.333333333,2.206666667
0,0,0
8.666666667,11.66666667,7.573333333
7.333333333,13.33333333,7.853333333
4.666666667,7,4.176666667
0,0,0
0,0,0
0,0,0
22,25.66666667,15.86666667
4,6.666666667,4.516666667
6,8.333333333,5.37
0,0,0
9.666666667,11,6.52
2.666666667,4,2.28
0,0,0
0,0,0
0.333333333,1,0.893333333
0,0,0
1,2,1.276666667
0.333333333,2.666666667,2.44
0.666666667,1.333333333,0.866666667
3.666666667,10.66666667,8.25
3,13,11.61666667
0.666666667,1.333333333,0.95
32.33333333,36,19.09333333
0,0,0
0,0,0
0,0,0
0,0,0
0.333333333,0.333333333,0.043333333
0,0,0
0.333333333,0.333333333,0.16
0,0,0
4,5,3.14
0.333333333,0.333333333,0.176666667
0,0,0
2.666666667,5.666666667,4.43
0,0,0
1.333333333,8,7.4
0,0,0
0,0,0
1.333333333,1.666666667,1.13
0,0,0
30,58,41.39666667
8.666666667,19.66666667,13.19
7.333333333,10,3.94
0,0,0
1,1.666666667,1.026666667
0.666666667,1,0.853333333
15.66666667,16.33333333,8.52
0,0,0
0,0,0
9,17.33333333,12.98333333
0,0,0
0,0,0
2.333333333,2.666666667,1.983333333
0.666666667,1,0.456666667
0,0,0
0,0,0
0.333333333,0.333333333,0.056666667
1.666666667,5.666666667,4.93
0,0,0
0.333333333,0.333333333,0.04
3,10.66666667,9.153333333
0,0,0
0,0,0
0.333333333,2.333333333,2.15
0.333333333,0.333333333,0.166666667
0,0,0
5.666666667,26.33333333,24.12
12.33333333,17.33333333,9.546666667
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
52,61,38.38666667
49,108.3333333,83.05
0,0,0
4,4,0.71
3.666666667,15.33333333,13.22666667
2.333333333,6.333333333,4.85
2,3.333333333,2.736666667
0,0,0
0,0,0
1,10.33333333,9.916666667
5,10,7.623333333
0,0,0
0.666666667,4.333333333,3.96
3,16.33333333,14.723333330000001
0,0,0
6,12.66666667,9.16
39.66666667,81,52.63666667
2.333333333,5,3.946666667
0,0,0
1.666666667,7.666666667,6.866666667
0,0,0
8.333333333,16,11.48666667
21.66666667,39.66666667,24.34666667
1,9,8.406666667
0,0,0
0,0,0
0,0,0
5.333333333,6,2.633333333
0,0,0
1.333333333,5,4.16
0,0,0
0,0,0
0,0,0
1,4,3.5
4.333333333,5.666666667,2.94
0.333333333,0.666666667,0.49
0,0,0
0.333333333,1,0.683333333
0,0,0
12,17.66666667,11.06666667
0,0,0
0,0,0
0,0,0
0,0,0
12.33333333,15,11.11666667
4,9.333333333,8.183333333
2.333333333,5.333333333,3.906666667
2.333333333,2.666666667,1.533333333
0,0,0
6,14.66666667,10.01333333
1.333333333,6.666666667,6.006666667
0,0,0
0.666666667,0.666666667,0.266666667
3.666666667,12.66666667,10.52666667
0,0,0
0,0,0
0.333333333,0.666666667,0.593333333
0,0,0
5,23.66666667,21.09
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.666666667,0.666666667,0.153333333
0,0,0
0,0,0
0.666666667,0.666666667,0.25
0.333333333,0.666666667,0.426666667
0,0,0
3.666666667,14.66666667,13.15333333
10,29.33333333,22.64666667
0,0,0
0.333333333,0.333333333,0.266666667
5,5,2.19
0,0,0
1,3.666666667,3.386666667
0,0,0
0,0,0
0,0,0
12,20.33333333,12.80666667
6,20.66666667,16.72333333
0,0,0
0,0,0
1.666666667,1.666666667,1.15
30,56.33333333,32.98333333
6.666666667,15.33333333,11.15333333
0,0,0
0,0,0
3.666666667,5,3.15
0,0,0
0,0,0
3.666666667,8,5.723333333
2.333333333,4,2.616666667
1,4.333333333,3.803333333
0,0,0
0,0,0
1.666666667,2.666666667,1.593333333
7,12.66666667,10.35333333
0,0,0
1,2.333333333,1.716666667
12.33333333,12.66666667,5.886666667
0,0,0
0.333333333,0.333333333,0.143333333
0.666666667,1,0.656666667
0,0,0
1,2.333333333,1.76
0.333333333,0.333333333,0.156666667
0.666666667,2.666666667,2.29
0.666666667,16,15.43
2.333333333,4,2.62
5.666666667,8.666666667,5.43
0.666666667,0.666666667,0.02
0,0,0
0,0,0
0,0,0
0,0,0
5.333333333,6.333333333,4.223333333
0,0,0
0,0,0
2.333333333,11.66666667,10.51666667
0,0,0
0,0,0
5,12.33333333,9.663333333
9.666666667,27,21.73666667
0.666666667,1.666666667,1.116666667
0,0,0
0,0,0
0,0,0
0,0,0
2.666666667,7.333333333,5.906666667
21.66666667,25,14.4
0,0,0
7,17,12.78333333
0,0,0
0,0,0
7,10.33333333,6.756666667
0,0,0
0,0,0
0,0,0
0.333333333,1.333333333,1.083333333
2.666666667,28.66666667,27.82333333
2.333333333,4.333333333,2.746666667
0,0,0
0,0,0
2.666666667,2.666666667,1.246666667
0,0,0
2.333333333,7.666666667,6.126666667
0.333333333,0.333333333,0.1
0.666666667,2.666666667,2.273333333
0,0,0
0,0,0
0,0,0
1,2,1.376666667
7.333333333,13.33333333,9.533333333
0.666666667,0.666666667,0.136666667
0,0,0
0,0,0
3,4,2.836666667
20,33.33333333,23.47
0,0,0
1.666666667,2,1.086666667
1,3.666666667,3.15
0,0,0
0,0,0
6,9.666666667,7.416666667
3.333333333,9.333333333,6.99
5.666666667,6.333333333,3.793333333
0,0,0
4.333333333,37.66666667,36.03
0,0,0
0,0,0
3.666666667,23.33333333,21.29
0,0,0
0.666666667,2.666666667,2.253333333
4.333333333,8.333333333,4.853333333
0.666666667,4.333333333,3.913333333
0.666666667,2.333333333,1.943333333
0,0,0
5.333333333,13,11.10666667
0,0,0
0,0,0
0,0,0
0,0,0
1.333333333,2.333333333,1.39
4.666666667,5.666666667,3.45
0.666666667,0.666666667,0.423333333
0,0,0
0,0,0
0.666666667,3.333333333,2.976666667
0,0,0
0,0,0
0,0,0
0.333333333,1.333333333,1.04
0.666666667,1.666666667,1.183333333
0,0,0
0,0,0
0,0,0
5,7.333333333,4.853333333
0,0,0
2.333333333,5.333333333,4.01
19.33333333,41.33333333,32.02333333
5.666666667,7.666666667,5.13
0,0,0
16.33333333,54,42.06333333
0,0,0
0,0,0
0.333333333,0.666666667,0.483333333
0,0,0
0,0,0
0,0,0
0,0,0
0.666666667,2.333333333,2.133333333
0,0,0
3,4.333333333,2.863333333
0,0,0
0,0,0
1.666666667,4.666666667,3.333333333
11.33333333,16.33333333,10.71
0.666666667,1.333333333,0.776666667
3.333333333,4,1.57
0,0,0
3,5.333333333,3.75
0,0,0
0,0,0
0.666666667,1,0.623333333
3.333333333,44,42.11
2.333333333,3.666666667,2.683333333
3.333333333,9.333333333,7.55
1.666666667,1.666666667,0.806666667
3,3.333333333,2.313333333
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.666666667,4.666666667,3.426666667
0.666666667,24.66666667,24.25333333
8.333333333,19,16.35333333
1.666666667,10,9.046666667
0,0,0
3,7.666666667,6.313333333
9.333333333,18,12.67333333
5.333333333,8,5.746666667
0,0,0
10.66666667,19,15.41666667
0,0,0
1.666666667,1.666666667,0.356666667
0,0,0
0.333333333,2,1.74
0,0,0
1.333333333,3,2.31
3.666666667,19.33333333,17.88333333
2,8,7.44
3,7,5.28
0,0,0
9.666666667,14.33333333,10.10333333
0,0,0
1.333333333,1.333333333,0.403333333
0,0,0
0,0,0
2.666666667,8,6.53
0.333333333,1,0.783333333
2,6.666666667,5.43
0.666666667,1,0.906666667
0,0,0
0,0,0
0.666666667,3.333333333,3.076666667
1.333333333,3.666666667,3.116666667
0.333333333,0.333333333,0.123333333
0,0,0
0.333333333,0.333333333,0.193333333
0,0,0
0,0,0
1,3,2.59
1,1.333333333,1.013333333
4,12,9.826666667
25,31,20.92666667
2.333333333,2.333333333,0.32
4.333333333,6.333333333,4.123333333
7.666666667,14.33333333,11.02666667
0,0,0
2,2.333333333,1.67
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2.666666667,5,3.823333333
0,0,0
1,4,3.526666667
0,0,0
3,4.666666667,2.883333333
0,0,0
1,8,7.523333333
0,0,0
9.333333333,34.33333333,30.36666667
0,0,0
5,12.66666667,9.17
0.666666667,8.333333333,7.8
0,0,0
0,0,0
5.666666667,8,5.36
4.666666667,11.66666667,8.683333333
10.66666667,19,13.973333330000001
0,0,0
0,0,0
0,0,0
0,0,0
1,2.333333333,1.916666667
0,0,0
3.333333333,3.666666667,2.65
0,0,0
6.333333333,8.666666667,4.76
0,0,0
0,0,0
10,53,47.87333333
9.666666667,19.66666667,14.86
0,0,0
20.66666667,59,47.28333333
0,0,0
0.333333333,0.333333333,0.133333333
1,1,0.27
0.666666667,3,2.593333333
1,7.666666667,7.076666667
4.666666667,6.333333333,4.206666667
0,0,0
12.33333333,16.33333333,9.016666667
0.333333333,1.333333333,1.106666667
0,0,0
1.333333333,9.666666667,8.426666667
1.666666667,1.666666667,1.253333333
0,0,0
1.666666667,2,1.213333333
1.333333333,11.66666667,11.34
1.666666667,3.333333333,2.343333333
3.333333333,8.333333333,6.65
0.666666667,1.666666667,1.183333333
0,0,0
4.666666667,9.333333333,5.8
0,0,0
3.666666667,19.66666667,17.49
1,1.333333333,0.563333333
0.333333333,0.333333333,0.076666667
0,0,0
3.333333333,5,3.193333333
0.666666667,0.666666667,0.6
4.666666667,10.33333333,6.783333333
4.333333333,19.33333333,16.97666667
6,13.66666667,10.65333333
2.333333333,7.666666667,6.88
1,6,5.53
0.666666667,2,1.883333333
0,0,0
0,0,0
11,12.33333333,6.296666667
1.666666667,3.333333333,2.366666667
3.333333333,21.66666667,19.61666667
3.333333333,10.33333333,8.426666667
1.333333333,6.666666667,6.083333333
14.66666667,47.66666667,40.49666667
1.666666667,4,2.806666667
0,0,0
0,0,0
1,1.333333333,0.783333333
1,2,1.12
3.666666667,8,6.466666667
0,0,0
0,0,0
12,18.33333333,12.99666667
0.666666667,0.666666667,0.09
7.333333333,9.666666667,5.853333333
0,0,0
6,21.33333333,18.14666667
0.333333333,0.666666667,0.35
0.666666667,1,0.766666667
0,0,0
4,10.33333333,7.926666667
0,0,0
2.666666667,7.666666667,6.356666667
2.666666667,4,3.066666667
0,0,0
4,13.33333333,11.88666667
0,0,0
17.33333333,18.33333333,11.31666667
6.666666667,9.333333333,4.593333333
0,0,0
10,11.66666667,7.593333333
0.333333333,0.666666667,0.526666667
0.333333333,0.333333333,0.293333333
0,0,0
0.333333333,0.333333333,0.3
0,0,0
7.333333333,29.66666667,25.38
0.666666667,4.333333333,3.89
14,29,21.7
1.666666667,9.666666667,9.016666667
0,0,0
0,0,0
0,0,0
9.333333333,18,12.66666667
0,0,0
0,0,0
0.333333333,0.333333333,0.066666667
0,0,0
1.333333333,2.666666667,2.363333333
0,0,0
0.333333333,0.333333333,0.11
1,2,1.476666667
0,0,0
0.666666667,1.333333333,0.836666667
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
10.66666667,12.33333333,3.7
0,0,0
0,0,0
1,2.333333333,1.68
0,0,0
9,13.33333333,7.053333333
0,0,0
9,11.66666667,7.22
0,0,0
0.666666667,3,2.606666667
0,0,0
2.333333333,5,3.796666667
0,0,0
0,0,0
0,0,0
3.666666667,20.33333333,18.68666667
1.666666667,4,3.543333333
0,0,0
2,3.333333333,2.023333333
0,0,0
0,0,0
2,2.333333333,1.366666667
8,15.33333333,9.176666667
0,0,0
3,4.666666667,3.166666667
2,4.666666667,3.69
0,0,0
0.333333333,0.666666667,0.35
0,0,0
0,0,0
8,36.33333333,31.99333333
0,0,0
1.333333333,4.333333333,3.463333333
0,0,0
0,0,0
0.333333333,0.333333333,0.293333333
0,0,0
2,2,0.806666667
1.666666667,1.666666667,1.083333333
19.33333333,36.66666667,27.02666667
3.333333333,3.333333333,1.87
0,0,0
0,0,0
0.333333333,0.666666667,0.533333333
1.666666667,10,8.63
0,0,0
3.666666667,10.66666667,8.656666667
2.333333333,3.666666667,2.606666667
0,0,0
0,0,0
0,0,0
0.333333333,15.66666667,15.52333333
5,11,7.853333333
2,31.66666667,30.66
2.333333333,2.333333333,1.426666667
0,0,0
3.666666667,8,5.3
0,0,0
0,0,0
0,0,0
5.333333333,11.33333333,8.266666667
5.666666667,5.666666667,3.216666667
6,8,5.153333333
2.333333333,2.333333333,0.183333333
2.666666667,17.33333333,15.77666667
1,2,1.713333333
0.333333333,0.666666667,0.4
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
13.33333333,41.66666667,35.20666667
0.333333333,2.666666667,2.356666667
0,0,0
0,0,0
0,0,0
0,0,0
0.333333333,2,1.976666667
0.666666667,1,0.43
0,0,0
13,52.33333333,44.27
0,0,0
0,0,0
3,4.666666667,3.02
0,0,0
1,5,4.223333333
0,0,0
2.666666667,25.66666667,24.44
13.66666667,30.33333333,22.94
1.666666667,2,0.97
8.666666667,19.66666667,14.26
0,0,0
0,0,0
0.333333333,2.333333333,2.066666667
2.333333333,11,9.6
0.333333333,0.333333333,0.266666667
0,0,0
3.333333333,3.333333333,1.363333333
1,2,1.57
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
6.666666667,42.33333333,38.13666667
3,4.666666667,1.933333333
0,0,0
9,10,5.693333333
0,0,0
4.333333333,4.333333333,1.916666667
0,0,0
1.333333333,9.333333333,8.26
0.666666667,0.666666667,0.046666667
1,1.333333333,0.793333333
0.333333333,0.333333333,0.016666667
0,0,0
0,0,0
0,0,0
5,5.666666667,3.95
0,0,0
2.333333333,15,13.64666667
3.666666667,7,5.16
1,2,1.4
6.333333333,16.66666667,13.16666667
3.333333333,8.666666667,6.056666667
10.33333333,52,45.97333333
0,0,0
0,0,0
39.33333333,128,108.3266667
0,0,0
1.666666667,7,6.056666667
3.666666667,4,1.446666667
14.33333333,16,9.596666667
0,0,0
0,0,0
0.666666667,1.666666667,1.443333333
0,0,0
0,0,0
4.666666667,12.66666667,10.34666667
1.333333333,9.333333333,8.92
5,20,17.63333333
6.666666667,16,12.47
0,0,0
0.333333333,6,5.96
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,1.333333333,0.786666667
0.666666667,3.666666667,3.466666667
1,1.666666667,1.333333333
20,36.33333333,25.28333333
0,0,0
12.33333333,34.66666667,28.06666667
1,1,0.206666667
1,9.666666667,9.066666667
0.666666667,3.333333333,2.726666667
3.666666667,21.33333333,18.98666667
0.666666667,4,3.653333333
0,0,0
0,0,0
1,1.333333333,0.656666667
1,7.666666667,7.3
8.333333333,16.33333333,12.35
6.666666667,47,43.51666667
0,0,0
11.33333333,19,12.94
9,12.66666667,6.55
0.333333333,0.666666667,0.373333333
0,0,0
0.666666667,6,5.76
1.333333333,6.666666667,6
0,0,0
2.666666667,3,1.713333333
0,0,0
6.666666667,11.33333333,8.353333333
2.666666667,2.666666667,1.25
0.333333333,2.333333333,2.293333333
0,0,0
0,0,0
5.333333333,15,12.14333333
0,0,0
0,0,0
0,0,0
7,13.66666667,9.133333333
0,0,0
1,1,0.506666667
1.333333333,7,6.406666667
0,0,0
0.666666667,1.333333333,0.783333333
0,0,0
5.666666667,8.333333333,5.433333333
1,7.333333333,6.77
0,0,0
1,4.333333333,3.966666667
0,0,0
2,3.333333333,2.153333333
0,0,0
2,4,2.92
0,0,0
0.333333333,0.333333333,0.293333333
0,0,0
0,0,0
2,23.66666667,22.39666667
0,0,0
3,7.666666667,6.056666667
1.666666667,2.666666667,2.12
0,0,0
1.333333333,2,1.336666667
8,8.666666667,4
3.666666667,26.33333333,24.08
0,0,0
2,4,2.763333333
0.666666667,4,3.483333333
0,0,0
1.333333333,1.666666667,1.266666667
2,4.333333333,3.376666667
0,0,0
7,11.66666667,8.056666667
0,0,0
0.333333333,1,0.973333333
7.666666667,15.33333333,10.58333333
0,0,0
0,0,0
0,0,0
1,1.333333333,0.81
0,0,0
0.666666667,2.333333333,1.966666667
0,0,0
0,0,0
0,0,0
1.666666667,1.666666667,1.003333333
19,27,16.42666667
0,0,0
0,0,0
0.333333333,1,0.726666667
0,0,0
0,0,0
19.33333333,93,82.32333333
2.333333333,8.333333333,7.076666667
0,0,0
3.666666667,5.666666667,2.963333333
1,1,0.563333333
0,0,0
0.666666667,1.666666667,1.353333333
0,0,0
3.333333333,5.666666667,4.443333333
2,13.33333333,11.68
0,0,0
7.666666667,29.33333333,25.13666667
0.333333333,0.333333333,0.05
0,0,0
0,0,0
6.333333333,13,8.453333333
0.666666667,1.666666667,1.25
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2.666666667,7.333333333,6.603333333
0,0,0
0.666666667,2.333333333,2.133333333
0.333333333,0.333333333,0.093333333
2.666666667,3.666666667,2.416666667
0.333333333,0.666666667,0.526666667
0,0,0
6.333333333,7,4.983333333
0.666666667,0.666666667,0.12
2.333333333,3.333333333,1.443333333
1,1,0.436666667
1,1,0.853333333
7.666666667,27.66666667,23.40666667
0.666666667,2.666666667,2.42
8,44.66666667,39.86333333
0.333333333,6,5.85
0,0,0
0,0,0
3.333333333,7.333333333,6.146666667
5,14.33333333,11.92333333
0,0,0
0,0,0
1.666666667,4.333333333,3.26
0,0,0
0.666666667,1.333333333,1.226666667
7.333333333,8.666666667,4.433333333
0,0,0
10.66666667,10.66666667,7.06
0,0,0
0,0,0
0,0,0
0.333333333,2,1.69
2.666666667,4,2.036666667
1.333333333,5,4.803333333
5.333333333,7.666666667,4.413333333
0.666666667,0.666666667,0.633333333
1.333333333,1.666666667,0.863333333
0,0,0
8,10.66666667,6.806666667
11,45,38.93
0.666666667,9,8.88
0,0,0
5.333333333,6,2.42
2,6.333333333,5.313333333
0,0,0
5.333333333,8,4.866666667
0,0,0
0.333333333,0.666666667,0.49
0,0,0
8,9.666666667,6.546666667
1.333333333,8.666666667,8.613333333
5,5,3.23
0.333333333,1,0.723333333
3,17,15.41333333
0,0,0
1,1,0.11
0,0,0
1.333333333,8,7.076666667
1.333333333,3.333333333,2.546666667
0,0,0
0,0,0
0,0,0
0,0,0
0.666666667,4.666666667,4.2
2.666666667,5.333333333,2.973333333
0,0,0
0,0,0
4.666666667,4.666666667,1.033333333
0,0,0
2.666666667,14.66666667,13.03
5,7.333333333,4.53
0,0,0
8,9.666666667,5.303333333
0,0,0
6,8,4.993333333
0,0,0
0,0,0
0.666666667,27,26.38333333
0,0,0
0,0,0
1.666666667,2,1.24
0,0,0
1,1,0.393333333
0.666666667,3,2.733333333
0,0,0
0,0,0
1.333333333,2.666666667,2.246666667
0,0,0
0,0,0
9.333333333,15.33333333,10.48
1,5.666666667,5.116666667
3.333333333,3.666666667,1.546666667
0,0,0
0.666666667,7,6.806666667
0,0,0
0.666666667,1,0.586666667
0,0,0
0.666666667,1.333333333,0.76
0,0,0
1.333333333,8,7.556666667
15.33333333,25.66666667,20.11333333
0,0,0
0,0,0
2.666666667,5.333333333,3.39
2.333333333,3.333333333,2.086666667
0,0,0
0,0,0
0,0,0
1,4,3.296666667
0,0,0
0,0,0
0.333333333,1,0.7
0.666666667,4,3.63
0,0,0
0,0,0
0,0,0
4,5.666666667,3.97
0.333333333,0.666666667,0.426666667
0,0,0
0,0,0
9,20.66666667,16.13333333
1.333333333,1.666666667,0.85
0.333333333,4.666666667,4.506666667
0.666666667,4.666666667,4.333333333
0.666666667,3.666666667,3.386666667
2,2.666666667,1.853333333
1,5,4.59
0,0,0
2.666666667,3,2.33
0,0,0
0.333333333,0.333333333,0.266666667
0,0,0
0.333333333,0.333333333,0.19
0,0,0
0.333333333,2.333333333,2.126666667
0.333333333,0.333333333,0.043333333
0,0,0
2.333333333,9,7.943333333
0,0,0
5.333333333,7.333333333,4.32
5.666666667,10,7.13
0,0,0
0,0,0
0,0,0
1.666666667,1.666666667,1.486666667
4.333333333,11,7.66
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
4,4.333333333,1.9
7.333333333,11.33333333,7.493333333
0.333333333,0.666666667,0.593333333
0.333333333,4.666666667,4.556666667
0,0,0
7.333333333,15,9.41
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.333333333,0.333333333,0.293333333
2.666666667,9.333333333,7.823333333
0,0,0
6.666666667,13,9.553333333
0,0,0
0,0,0
0.666666667,2,1.776666667
0,0,0
0,0,0
0,0,0
31.66666667,52.33333333,35.64666667
1.333333333,2,1.02
0,0,0
0.666666667,1,0.75
29.33333333,38,19.14333333
11.33333333,21.33333333,13.87333333
0,0,0
0.666666667,1.333333333,0.876666667
0,0,0
1.666666667,8.333333333,7.606666667
0,0,0
1.333333333,18,17.26666667
1.666666667,4,3.003333333
22.33333333,25.66666667,13.79
0,0,0
0,0,0
0.333333333,0.333333333,0.043333333
0,0,0
0.333333333,5.333333333,5.006666667
0.333333333,0.333333333,0.29
4.333333333,6.666666667,3.313333333
0,0,0
2,4,2.666666667
0,0,0
1,3.333333333,2.836666667
0.333333333,0.333333333,0.243333333
7,31,26.20666667
0,0,0
0,0,0
0.666666667,1.333333333,0.996666667
2,4.333333333,3.17
6.666666667,8.333333333,5.22
0,0,0
0.333333333,0.333333333,0.226666667
0.333333333,0.333333333,0.023333333
0,0,0
2.666666667,6,4.243333333
0,0,0
16.66666667,58.33333333,48.88666667
0,0,0
0,0,0
0,0,0
4.666666667,7.333333333,4.73
7,13,9.216666667
0,0,0
0.666666667,3.333333333,2.993333333
0.333333333,0.333333333,0.026666667
1.666666667,5.666666667,4.676666667
0,0,0
0.666666667,10,9.6
0,0,0
0,0,0
3.666666667,7.333333333,4.903333333
16.33333333,46.66666667,36.53333333
0.666666667,1.333333333,1.22
0,0,0
0,0,0
3.666666667,4,2.503333333
3,7.666666667,5.923333333
0,0,0
0.333333333,2,1.79
25,44.33333333,31.93
21,35,24.35666667
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.333333333,0.666666667,0.376666667
0,0,0
7.666666667,12.66666667,8.166666667
0,0,0
54.33333333,258.3333333,228.4533333
0,0,0
3.666666667,5.333333333,3.11
0,0,0
0.333333333,0.333333333,0.076666667
3.666666667,9.666666667,8.04
4.666666667,11.33333333,8.06
2.333333333,4,2.463333333
5,10.33333333,7.63
0,0,0
1.333333333,3.666666667,2.99
3,6.666666667,4.883333333
0,0,0
0.333333333,1.333333333,1.206666667
2.333333333,12,11.13333333
0.333333333,0.333333333,0.323333333
0.333333333,0.333333333,0.043333333
0.666666667,1.333333333,0.766666667
0,0,0
0,0,0
1,6,5.546666667
0,0,0
0.333333333,0.666666667,0.443333333
5.333333333,8.666666667,4.603333333
1.333333333,2.666666667,2.123333333
2.666666667,5,3.063333333
0,0,0
0,0,0
0,0,0
0.333333333,2.666666667,2.61
0.333333333,1.333333333,1.083333333
0,0,0
0,0,0
0.333333333,2.333333333,2.156666667
0,0,0
0,0,0
6,11.33333333,7.886666667
3.333333333,4.333333333,3.263333333
6,10,5.926666667
0,0,0
0.333333333,3.333333333,3.1
0,0,0
0.666666667,1,0.743333333
3.333333333,17,15.29666667
7.333333333,21,17.15333333
0,0,0
0,0,0
0,0,0
28.33333333,53.66666667,39.94333333
1.333333333,2,1.1
7.333333333,10,7.32
12.66666667,34.66666667,27.06666667
2.333333333,4.333333333,3.316666667
11,25,18.94666667
1.333333333,3,2.303333333
6.333333333,10.33333333,6.27
1.666666667,7.666666667,6.54
0.333333333,0.333333333,0.043333333
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
10,25.66666667,19.35333333
0.333333333,0.666666667,0.366666667
0,0,0
0,0,0
0,0,0
6,39.33333333,37.33
0,0,0
1.666666667,8.333333333,7.57
1.333333333,27,26.28333333
0,0,0
5.666666667,26.66666667,24.04666667
4,4.666666667,2.586666667
0.333333333,0.666666667,0.343333333
3.666666667,3.666666667,1.8
1.333333333,7.333333333,6.74
1,1.666666667,1.036666667
0,0,0
0,0,0
0.333333333,0.333333333,0.04
0,0,0
0,0,0
0,0,0
1,3,2.383333333
0,0,0
0,0,0
0,0,0
0,0,0
2,12.66666667,11.19666667
0.333333333,0.333333333,0.043333333
9.666666667,36.33333333,30.34
0,0,0
0,0,0
5.333333333,5.333333333,3.773333333
0.666666667,0.666666667,0.21333333300000001
1.333333333,1.333333333,0.323333333
0,0,0
0,0,0
25,67,53.03
23.33333333,56,41.71333333
2.333333333,5,3.8
0,0,0
0,0,0
0.666666667,5.333333333,5.276666667
0,0,0
0,0,0
1.333333333,4,3.213333333
0,0,0
0,0,0
5,62,58.11333333
2.666666667,3.333333333,1.86
0.333333333,1.333333333,1.1
0,0,0
2,2.333333333,1.46
0,0,0
8.333333333,15,11.18
0,0,0
0,0,0
0,0,0
0,0,0
2.666666667,14,12.75
0,0,0
0,0,0
0,0,0
0,0,0
0.666666667,1.666666667,1.243333333
0,0,0
0,0,0
0,0,0
1,1.666666667,0.84
2.333333333,5,3.673333333
2.333333333,4,2.363333333
0,0,0
4,5,2.776666667
24.33333333,93.33333333,79.3
0,0,0
6.333333333,12.33333333,9.85
3.333333333,7.666666667,5.86
0,0,0
0,0,0
0.333333333,0.333333333,0.1
2.666666667,11.33333333,9.096666667
0,0,0
1,6.333333333,5.903333333
0,0,0
0,0,0
0,0,0
1,1.666666667,1.046666667
8.666666667,22,17.48666667
7.333333333,45,41.09
0,0,0
0.666666667,0.666666667,0.06
2.333333333,3.666666667,2.68
0,0,0
0,0,0
2,3,1.83
0,0,0
0.666666667,7,6.453333333
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.333333333,0.333333333,0.223333333
0,0,0
0,0,0
1,1,0.886666667
4.666666667,9.333333333,6.803333333
2.333333333,4,2.82
0,0,0
0.666666667,3,2.84
1.666666667,20,18.94
0.666666667,2,1.613333333
7,22,18.49
